image_id,split,issues,status
000920,train,ok,ok
000922,train,ok,ok
000926,train,ok,ok
000924,train,ok,ok
000923,train,ok,ok
000925,train,ok,ok
000930,train,ok,ok
000928,train,ok,ok
000929,train,ok,ok
000927,train,ok,ok
000933,train,ok,ok
000935,train,ok,ok
000932,train,ok,ok
000931,train,ok,ok
000934,train,ok,ok
000937,train,ok,ok
000936,train,ok,ok
000942,train,ok,ok
000938,train,ok,ok
000939,train,ok,ok
000940,train,ok,ok
000941,train,ok,ok
000943,train,ok,ok
000947,train,ok,ok
000945,train,ok,ok
000948,train,ok,ok
000950,train,ok,ok
000949,train,ok,ok
000944,train,ok,ok
000946,train,ok,ok
000952,train,ok,ok
000953,train,ok,ok
000951,train,ok,ok
000954,train,ok,ok
000956,train,ok,ok
000959,train,ok,ok
000955,train,ok,ok
000958,train,ok,ok
000961,train,ok,ok
000957,train,ok,ok
000964,train,ok,ok
000960,train,ok,ok
000962,train,ok,ok
000965,train,ok,ok
000966,train,ok,ok
000963,train,ok,ok
000968,train,ok,ok
000969,train,ok,ok
000970,train,ok,ok
000967,train,ok,ok
000971,train,ok,ok
000972,train,ok,ok
000975,train,ok,ok
000974,train,ok,ok
000979,train,ok,ok
000973,train,ok,ok
000976,train,ok,ok
000978,train,ok,ok
000980,train,ok,ok
000983,train,ok,ok
000982,train,ok,ok
000977,train,ok,ok
000985,train,ok,ok
000981,train,ok,ok
000984,train,ok,ok
000987,train,ok,ok
000988,train,ok,ok
000989,train,ok,ok
000990,train,ok,ok
000986,train,ok,ok
000992,train,ok,ok
000993,train,ok,ok
000991,train,ok,ok
000996,train,ok,ok
000998,train,ok,ok
000997,train,ok,ok
000994,train,ok,ok
000995,train,ok,ok
000999,train,ok,ok
001002,train,ok,ok
001000,train,ok,ok
001001,train,ok,ok
001004,train,ok,ok
001003,train,ok,ok
001005,train,ok,ok
001006,train,ok,ok
001007,train,ok,ok
001010,train,ok,ok
001009,train,ok,ok
001008,train,ok,ok
001012,train,ok,ok
001011,train,ok,ok
001014,train,ok,ok
001016,train,ok,ok
001015,train,ok,ok
001013,train,ok,ok
001018,train,ok,ok
001017,train,ok,ok
001019,train,ok,ok
001022,train,ok,ok
001023,train,ok,ok
001020,train,ok,ok
001021,train,ok,ok
001024,train,ok,ok
001025,train,ok,ok
001027,train,ok,ok
001026,train,ok,ok
001028,train,ok,ok
001029,train,ok,ok
001030,train,ok,ok
001032,train,ok,ok
001033,train,ok,ok
001035,train,ok,ok
001034,train,ok,ok
001031,train,ok,ok
001036,train,ok,ok
001038,train,ok,ok
001041,train,ok,ok
001037,train,ok,ok
001039,train,ok,ok
001042,train,ok,ok
001040,train,ok,ok
001044,train,ok,ok
001043,train,ok,ok
001045,train,ok,ok
001046,train,ok,ok
001047,train,ok,ok
001049,train,ok,ok
001048,train,ok,ok
001053,train,ok,ok
001050,train,ok,ok
001052,train,ok,ok
001051,train,ok,ok
001054,train,ok,ok
001057,train,ok,ok
001055,train,ok,ok
001056,train,ok,ok
001059,train,ok,ok
001060,train,ok,ok
001058,train,ok,ok
001061,train,ok,ok
001062,train,ok,ok
001063,train,ok,ok
001064,train,ok,ok
001066,train,ok,ok
001067,train,ok,ok
001071,train,ok,ok
001065,train,ok,ok
001068,train,ok,ok
001070,train,ok,ok
001073,train,ok,ok
001074,train,ok,ok
001072,train,ok,ok
001069,train,ok,ok
001075,train,ok,ok
001076,train,ok,ok
001077,train,ok,ok
001078,train,ok,ok
001079,train,ok,ok
001082,train,ok,ok
001080,train,ok,ok
001081,train,ok,ok
001084,train,ok,ok
001083,train,ok,ok
001089,train,ok,ok
001086,train,ok,ok
001085,train,ok,ok
001088,train,ok,ok
001090,train,ok,ok
001087,train,ok,ok
001092,train,ok,ok
001091,train,ok,ok
001093,train,ok,ok
001094,train,ok,ok
001095,train,ok,ok
001096,train,ok,ok
001097,train,ok,ok
001099,train,ok,ok
001098,train,ok,ok
001103,train,ok,ok
001105,train,ok,ok
001100,train,ok,ok
001101,train,ok,ok
001102,train,ok,ok
001104,train,ok,ok
001107,train,ok,ok
001106,train,ok,ok
001109,train,ok,ok
001110,train,ok,ok
001111,train,ok,ok
001113,train,ok,ok
001115,train,ok,ok
001108,train,ok,ok
001114,train,ok,ok
001112,train,ok,ok
001116,train,ok,ok
001117,train,ok,ok
001119,train,ok,ok
001118,train,ok,ok
001120,train,ok,ok
001123,train,ok,ok
001122,train,ok,ok
001124,train,ok,ok
001121,train,ok,ok
001125,train,ok,ok
001127,train,ok,ok
001126,train,ok,ok
001128,train,ok,ok
001129,train,ok,ok
001130,train,ok,ok
001133,train,ok,ok
001132,train,ok,ok
001131,train,ok,ok
001134,train,ok,ok
001135,train,ok,ok
001136,train,ok,ok
001137,train,ok,ok
001138,train,ok,ok
001139,train,ok,ok
001140,train,ok,ok
001142,train,ok,ok
001143,train,ok,ok
001141,train,ok,ok
001145,train,ok,ok
001144,train,ok,ok
001147,train,ok,ok
001148,train,ok,ok
001146,train,ok,ok
001149,train,ok,ok
001152,train,ok,ok
001153,train,ok,ok
001150,train,ok,ok
001151,train,ok,ok
001156,train,ok,ok
001154,train,ok,ok
001155,train,ok,ok
001158,train,ok,ok
001160,train,ok,ok
001157,train,ok,ok
001161,train,ok,ok
001159,train,ok,ok
001163,train,ok,ok
001162,train,ok,ok
001164,train,ok,ok
001166,train,ok,ok
001165,train,ok,ok
001168,train,ok,ok
001167,train,ok,ok
001170,train,ok,ok
001169,train,ok,ok
001171,train,ok,ok
001172,train,ok,ok
001174,train,ok,ok
001175,train,ok,ok
001177,train,ok,ok
001176,train,ok,ok
001173,train,ok,ok
001179,train,ok,ok
001178,train,ok,ok
001180,train,ok,ok
001182,train,ok,ok
001181,train,ok,ok
001183,train,ok,ok
001185,train,ok,ok
001187,train,ok,ok
001184,train,ok,ok
001186,train,ok,ok
001190,train,ok,ok
001188,train,ok,ok
001189,train,ok,ok
001191,train,ok,ok
001193,train,ok,ok
001192,train,ok,ok
001197,train,ok,ok
001195,train,ok,ok
001194,train,ok,ok
001196,train,ok,ok
001198,train,ok,ok
001200,train,ok,ok
001199,train,ok,ok
001201,train,ok,ok
001204,train,ok,ok
001202,train,ok,ok
001203,train,ok,ok
001205,train,ok,ok
001207,train,ok,ok
001208,train,ok,ok
001209,train,ok,ok
001210,train,ok,ok
001206,train,ok,ok
001211,train,ok,ok
001213,train,ok,ok
001212,train,ok,ok
001214,train,ok,ok
001217,train,ok,ok
001215,train,ok,ok
001216,train,ok,ok
001218,train,ok,ok
001220,train,ok,ok
001221,train,ok,ok
001219,train,ok,ok
001222,train,ok,ok
001223,train,ok,ok
001225,train,ok,ok
001224,train,ok,ok
001226,train,ok,ok
001228,train,ok,ok
001229,train,ok,ok
001233,train,ok,ok
001230,train,ok,ok
001231,train,ok,ok
001227,train,ok,ok
001232,train,ok,ok
001234,train,ok,ok
001235,train,ok,ok
001236,train,ok,ok
001237,train,ok,ok
001238,train,ok,ok
001239,train,ok,ok
001240,train,ok,ok
001241,train,ok,ok
001242,train,ok,ok
001244,train,ok,ok
001243,train,ok,ok
001245,train,ok,ok
001246,train,ok,ok
001248,train,ok,ok
001247,train,ok,ok
001251,train,ok,ok
001250,train,ok,ok
001249,train,ok,ok
001253,train,ok,ok
001252,train,ok,ok
001254,train,ok,ok
001258,train,ok,ok
001255,train,ok,ok
001256,train,ok,ok
001259,train,ok,ok
001257,train,ok,ok
001260,train,ok,ok
001261,train,ok,ok
001264,train,ok,ok
001262,train,ok,ok
001263,train,ok,ok
001267,train,ok,ok
001269,train,ok,ok
001265,train,ok,ok
001266,train,ok,ok
001268,train,ok,ok
001270,train,ok,ok
001272,train,ok,ok
001271,train,ok,ok
001273,train,ok,ok
001276,train,ok,ok
001275,train,ok,ok
001274,train,ok,ok
001278,train,ok,ok
001279,train,ok,ok
001277,train,ok,ok
001280,train,ok,ok
001283,train,ok,ok
001281,train,ok,ok
001285,train,ok,ok
001282,train,ok,ok
001284,train,ok,ok
001289,train,ok,ok
001286,train,ok,ok
001287,train,ok,ok
001288,train,ok,ok
001290,train,ok,ok
001292,train,ok,ok
001291,train,ok,ok
001293,train,ok,ok
001294,train,ok,ok
001297,train,ok,ok
001295,train,ok,ok
001298,train,ok,ok
001300,train,ok,ok
001299,train,ok,ok
001296,train,ok,ok
001302,train,ok,ok
001305,train,ok,ok
001306,train,ok,ok
001303,train,ok,ok
001304,train,ok,ok
001301,train,ok,ok
001307,train,ok,ok
001310,train,ok,ok
001309,train,ok,ok
001311,train,ok,ok
001312,train,ok,ok
001308,train,ok,ok
001314,train,ok,ok
001313,train,ok,ok
001315,train,ok,ok
001316,train,ok,ok
001318,train,ok,ok
001320,train,ok,ok
001319,train,ok,ok
001317,train,ok,ok
001321,train,ok,ok
001322,train,ok,ok
001323,train,ok,ok
001324,train,ok,ok
001328,train,ok,ok
001325,train,ok,ok
001326,train,ok,ok
001329,train,ok,ok
001327,train,ok,ok
001332,train,ok,ok
001330,train,ok,ok
001334,train,ok,ok
001331,train,ok,ok
001333,train,ok,ok
001336,train,ok,ok
001337,train,ok,ok
001335,train,ok,ok
001339,train,ok,ok
001340,train,ok,ok
001343,train,ok,ok
001341,train,ok,ok
001338,train,ok,ok
001344,train,ok,ok
001342,train,ok,ok
001345,train,ok,ok
001347,train,ok,ok
001346,train,ok,ok
001349,train,ok,ok
001348,train,ok,ok
001352,train,ok,ok
001351,train,ok,ok
001350,train,ok,ok
001353,train,ok,ok
001354,train,ok,ok
001356,train,ok,ok
001358,train,ok,ok
001355,train,ok,ok
001357,train,ok,ok
001359,train,ok,ok
001361,train,ok,ok
001364,train,ok,ok
001363,train,ok,ok
001362,train,ok,ok
001366,train,ok,ok
001365,train,ok,ok
001360,train,ok,ok
001367,train,ok,ok
001369,train,ok,ok
001368,train,ok,ok
001370,train,ok,ok
001371,train,ok,ok
001372,train,ok,ok
001373,train,ok,ok
001377,train,ok,ok
001375,train,ok,ok
001376,train,ok,ok
001374,train,ok,ok
001382,train,ok,ok
001380,train,ok,ok
001378,train,ok,ok
001385,train,ok,ok
001383,train,ok,ok
001381,train,ok,ok
001379,train,ok,ok
001384,train,ok,ok
001386,train,ok,ok
001387,train,ok,ok
001388,train,ok,ok
001392,train,ok,ok
001395,train,ok,ok
001394,train,ok,ok
001390,train,ok,ok
001396,train,ok,ok
001393,train,ok,ok
001391,train,ok,ok
001389,train,ok,ok
001397,train,ok,ok
001398,train,ok,ok
001399,train,ok,ok
001400,train,ok,ok
001401,train,ok,ok
001402,train,ok,ok
001403,train,ok,ok
001405,train,ok,ok
001408,train,ok,ok
001407,train,ok,ok
001406,train,ok,ok
001404,train,ok,ok
001411,train,ok,ok
001409,train,ok,ok
001412,train,ok,ok
001410,train,ok,ok
001414,train,ok,ok
001415,train,ok,ok
001413,train,ok,ok
001416,train,ok,ok
001417,train,ok,ok
001419,train,ok,ok
001418,train,ok,ok
001423,train,ok,ok
001420,train,ok,ok
001424,train,ok,ok
001421,train,ok,ok
001427,train,ok,ok
001425,train,ok,ok
001430,train,ok,ok
001422,train,ok,ok
001428,train,ok,ok
001426,train,ok,ok
001429,train,ok,ok
001432,train,ok,ok
001433,train,ok,ok
001431,train,ok,ok
001434,train,ok,ok
001437,train,ok,ok
001438,train,ok,ok
001442,train,ok,ok
001436,train,ok,ok
001435,train,ok,ok
001440,train,ok,ok
001439,train,ok,ok
001441,train,ok,ok
001443,train,ok,ok
001445,train,ok,ok
001444,train,ok,ok
001448,train,ok,ok
001446,train,ok,ok
001449,train,ok,ok
001447,train,ok,ok
001450,train,ok,ok
001452,train,ok,ok
001456,train,ok,ok
001453,train,ok,ok
001454,train,ok,ok
001455,train,ok,ok
001451,train,ok,ok
001457,train,ok,ok
001458,train,ok,ok
001460,train,ok,ok
001459,train,ok,ok
001463,train,ok,ok
001461,train,ok,ok
001462,train,ok,ok
001465,train,ok,ok
001466,train,ok,ok
001464,train,ok,ok
001467,train,ok,ok
001468,train,ok,ok
001469,train,ok,ok
001470,train,ok,ok
001471,train,ok,ok
001472,train,ok,ok
001473,train,ok,ok
001476,train,ok,ok
001477,train,ok,ok
001479,train,ok,ok
001475,train,ok,ok
001474,train,ok,ok
001480,train,ok,ok
001481,train,ok,ok
001478,train,ok,ok
001483,train,ok,ok
001487,train,ok,ok
001485,train,ok,ok
001486,train,ok,ok
001482,train,ok,ok
001484,train,ok,ok
001489,train,ok,ok
001488,train,ok,ok
001490,train,ok,ok
001492,train,ok,ok
001495,train,ok,ok
001494,train,ok,ok
001498,train,ok,ok
001491,train,ok,ok
001496,train,ok,ok
001499,train,ok,ok
001500,train,ok,ok
001493,train,ok,ok
001497,train,ok,ok
001502,train,ok,ok
001501,train,ok,ok
001503,train,ok,ok
001505,train,ok,ok
001504,train,ok,ok
001507,train,ok,ok
001508,train,ok,ok
001506,train,ok,ok
001510,train,ok,ok
001511,train,ok,ok
001513,train,ok,ok
001515,train,ok,ok
001512,train,ok,ok
001509,train,ok,ok
001514,train,ok,ok
001516,train,ok,ok
001519,train,ok,ok
001517,train,ok,ok
001518,train,ok,ok
001520,train,ok,ok
001523,train,ok,ok
001521,train,ok,ok
001522,train,ok,ok
001524,train,ok,ok
001525,train,ok,ok
001526,train,ok,ok
001528,train,ok,ok
001527,train,ok,ok
001529,train,ok,ok
001530,train,ok,ok
001533,train,ok,ok
001532,train,ok,ok
001534,train,ok,ok
001536,train,ok,ok
001531,train,ok,ok
001537,train,ok,ok
001535,train,ok,ok
001539,train,ok,ok
001540,train,ok,ok
001541,train,ok,ok
001544,train,ok,ok
001543,train,ok,ok
001542,train,ok,ok
001538,train,ok,ok
001547,train,ok,ok
001546,train,ok,ok
001550,train,ok,ok
001551,train,ok,ok
001545,train,ok,ok
001549,train,ok,ok
001553,train,ok,ok
001548,train,ok,ok
001554,train,ok,ok
001552,train,ok,ok
001555,train,ok,ok
001558,train,ok,ok
001557,train,ok,ok
001556,train,ok,ok
001559,train,ok,ok
001560,train,ok,ok
001561,train,ok,ok
001563,train,ok,ok
001568,train,ok,ok
001566,train,ok,ok
001565,train,ok,ok
001562,train,ok,ok
001567,train,ok,ok
001564,train,ok,ok
001569,train,ok,ok
001570,train,ok,ok
001572,train,ok,ok
001571,train,ok,ok
001573,train,ok,ok
001576,train,ok,ok
001577,train,ok,ok
001579,train,ok,ok
001580,train,ok,ok
001575,train,ok,ok
001574,train,ok,ok
001578,train,ok,ok
001582,train,ok,ok
001583,train,ok,ok
001581,train,ok,ok
001584,train,ok,ok
001585,train,ok,ok
001587,train,ok,ok
001588,train,ok,ok
001591,train,ok,ok
001586,train,ok,ok
001589,train,ok,ok
001590,train,ok,ok
001593,train,ok,ok
001592,train,ok,ok
001594,train,ok,ok
001596,train,ok,ok
001595,train,ok,ok
001598,train,ok,ok
001597,train,ok,ok
001600,train,ok,ok
001599,train,ok,ok
001601,train,ok,ok
001603,train,ok,ok
001604,train,ok,ok
001602,train,ok,ok
001607,train,ok,ok
001605,train,ok,ok
001606,train,ok,ok
001610,train,ok,ok
001608,train,ok,ok
001609,train,ok,ok
001611,train,ok,ok
001613,train,ok,ok
001614,train,ok,ok
001615,train,ok,ok
001612,train,ok,ok
001617,train,ok,ok
001619,train,ok,ok
001618,train,ok,ok
001616,train,ok,ok
001620,train,ok,ok
001623,train,ok,ok
001621,train,ok,ok
001624,train,ok,ok
001622,train,ok,ok
001626,train,ok,ok
001627,train,ok,ok
001625,train,ok,ok
001632,train,ok,ok
001629,train,ok,ok
001628,train,ok,ok
001630,train,ok,ok
001631,train,ok,ok
001635,train,ok,ok
001633,train,ok,ok
001634,train,ok,ok
001637,train,ok,ok
001636,train,ok,ok
001639,train,ok,ok
001638,train,ok,ok
001640,train,ok,ok
001641,train,ok,ok
001642,train,ok,ok
001643,train,ok,ok
001644,train,ok,ok
001648,train,ok,ok
001645,train,ok,ok
001647,train,ok,ok
001651,train,ok,ok
001646,train,ok,ok
001652,train,ok,ok
001650,train,ok,ok
001655,train,ok,ok
001649,train,ok,ok
001653,train,ok,ok
001654,train,ok,ok
001656,train,ok,ok
001657,train,ok,ok
001658,train,ok,ok
001659,train,ok,ok
001660,train,ok,ok
001661,train,ok,ok
001662,train,ok,ok
001663,train,ok,ok
001664,train,ok,ok
001665,train,ok,ok
001666,train,ok,ok
001667,train,ok,ok
001671,train,ok,ok
001668,train,ok,ok
001669,train,ok,ok
001672,train,ok,ok
001674,train,ok,ok
001670,train,ok,ok
001673,train,ok,ok
001676,train,ok,ok
001679,train,ok,ok
001675,train,ok,ok
001677,train,ok,ok
001678,train,ok,ok
001680,train,ok,ok
001682,train,ok,ok
001681,train,ok,ok
001683,train,ok,ok
001685,train,ok,ok
001684,train,ok,ok
001686,train,ok,ok
001689,train,ok,ok
001687,train,ok,ok
001691,train,ok,ok
001690,train,ok,ok
001692,train,ok,ok
001693,train,ok,ok
001688,train,ok,ok
001694,train,ok,ok
001697,train,ok,ok
001695,train,ok,ok
001696,train,ok,ok
001698,train,ok,ok
001703,train,ok,ok
001700,train,ok,ok
001699,train,ok,ok
001702,train,ok,ok
001701,train,ok,ok
001706,train,ok,ok
001704,train,ok,ok
001709,train,ok,ok
001707,train,ok,ok
001710,train,ok,ok
001705,train,ok,ok
001708,train,ok,ok
001711,train,ok,ok
001713,train,ok,ok
001712,train,ok,ok
001716,train,ok,ok
001717,train,ok,ok
001715,train,ok,ok
001719,train,ok,ok
001718,train,ok,ok
001714,train,ok,ok
001720,train,ok,ok
001721,train,ok,ok
001724,train,ok,ok
001723,train,ok,ok
001726,train,ok,ok
001722,train,ok,ok
001728,train,ok,ok
001730,train,ok,ok
001731,train,ok,ok
001727,train,ok,ok
001729,train,ok,ok
001725,train,ok,ok
001733,train,ok,ok
001732,train,ok,ok
001736,train,ok,ok
001734,train,ok,ok
001735,train,ok,ok
001737,train,ok,ok
001738,train,ok,ok
001739,train,ok,ok
001740,train,ok,ok
001743,train,ok,ok
001741,train,ok,ok
001742,train,ok,ok
001745,train,ok,ok
001746,train,ok,ok
001744,train,ok,ok
001749,train,ok,ok
001748,train,ok,ok
001747,train,ok,ok
001752,train,ok,ok
001755,train,ok,ok
001753,train,ok,ok
001750,train,ok,ok
001754,train,ok,ok
001751,train,ok,ok
001757,train,ok,ok
001756,train,ok,ok
001760,train,ok,ok
001758,train,ok,ok
001761,train,ok,ok
001759,train,ok,ok
001764,train,ok,ok
001762,train,ok,ok
001763,train,ok,ok
001766,train,ok,ok
001767,train,ok,ok
001768,train,ok,ok
001772,train,ok,ok
001771,train,ok,ok
001770,train,ok,ok
001765,train,ok,ok
001769,train,ok,ok
001775,train,ok,ok
001774,train,ok,ok
001773,train,ok,ok
001777,train,ok,ok
001776,train,ok,ok
001778,train,ok,ok
001779,train,ok,ok
001780,train,ok,ok
001781,train,ok,ok
001782,train,ok,ok
001784,train,ok,ok
001785,train,ok,ok
001783,train,ok,ok
001787,train,ok,ok
001786,train,ok,ok
001789,train,ok,ok
001788,train,ok,ok
001790,train,ok,ok
001792,train,ok,ok
001793,train,ok,ok
001797,train,ok,ok
001795,train,ok,ok
001791,train,ok,ok
001796,train,ok,ok
001798,train,ok,ok
001794,train,ok,ok
001800,train,ok,ok
001799,train,ok,ok
001801,train,ok,ok
001802,train,ok,ok
001803,train,ok,ok
001804,train,ok,ok
001805,train,ok,ok
001809,train,ok,ok
001810,train,ok,ok
001807,train,ok,ok
001806,train,ok,ok
001808,train,ok,ok
001811,train,ok,ok
001814,train,ok,ok
001812,train,ok,ok
001813,train,ok,ok
001817,train,ok,ok
001816,train,ok,ok
001819,train,ok,ok
001818,train,ok,ok
001815,train,ok,ok
001821,train,ok,ok
001820,train,ok,ok
001822,train,ok,ok
001823,train,ok,ok
001825,train,ok,ok
001826,train,ok,ok
001827,train,ok,ok
001824,train,ok,ok
001829,train,ok,ok
001828,train,ok,ok
001831,train,ok,ok
001830,train,ok,ok
001834,train,ok,ok
001837,train,ok,ok
001833,train,ok,ok
001832,train,ok,ok
001835,train,ok,ok
001838,train,ok,ok
001839,train,ok,ok
001836,train,ok,ok
001840,train,ok,ok
001841,train,ok,ok
001842,train,ok,ok
001843,train,ok,ok
001844,train,ok,ok
001845,train,ok,ok
001846,train,ok,ok
001848,train,ok,ok
001847,train,ok,ok
001849,train,ok,ok
001850,train,ok,ok
001854,train,ok,ok
001851,train,ok,ok
001853,train,ok,ok
001852,train,ok,ok
001856,train,ok,ok
001855,train,ok,ok
001859,train,ok,ok
001857,train,ok,ok
001858,train,ok,ok
001860,train,ok,ok
001863,train,ok,ok
001864,train,ok,ok
001861,train,ok,ok
001867,train,ok,ok
001865,train,ok,ok
001869,train,ok,ok
001866,train,ok,ok
001868,train,ok,ok
001862,train,ok,ok
001871,train,ok,ok
