image_id,split,area,perimeter,circularity,eccentricity,convexity,rectangularity,elongation,solidity,aspect_ratio
000210,train,909.0,268.0832599401474,0.15894041964268116,0.9980630034354554,0.8148812191842223,0.6610909090909091,10.5,0.8148812191842223,0.09523809523809523
000206,train,473.0,149.4558435678482,0.26610020211732904,0.9920186578302556,0.8507194244604317,0.6827731417376254,5.666666666666667,0.8507194244604317,0.17647058823529413
000206,train,248.0,97.21320307254791,0.3297699200987716,0.9910996938170658,1.0,0.782566765887733,5.111111111111111,1.0,0.1956521739130435
000209,train,3005.0,424.26702558994293,0.20978565190740264,0.9931126911832916,0.8500707213578501,0.6773058786857523,7.148148148148148,0.8500707213578501,0.13989637305699482
000204,train,617.0,196.76955199241638,0.2002530938028486,0.9968837568878245,0.8354773188896412,0.6519083862815167,7.153846153846154,0.8354773188896412,0.13978494623655913
000216,train,5604.0,589.1370829343796,0.2028968340898035,0.9878808772691204,0.7816989817268796,0.73249426816705,4.878048780487805,0.7816989817268796,0.205
000214,train,1155.0,231.94112491607666,0.26979651151908957,0.9944016498030082,1.0,0.8196846524152948,7.266666666666667,1.0,0.13761467889908258
000211,train,978.0,168.28427064418793,0.4339719595916998,0.9264446433489614,0.8732142857142857,0.6644021739130435,2.7083333333333335,0.8732142857142857,0.36923076923076925
000211,train,569.0,175.4558436870575,0.23226643592282795,0.9957255630526803,0.7285531370038413,0.5759109311740891,5.5,0.7285531370038413,0.18181818181818182
000213,train,314.0,78.38477599620819,0.6422085288884023,0.9435169819535926,1.0,0.9515151515151515,3.090909090909091,1.0,0.3235294117647059
000213,train,1042.0,272.7695519924164,0.17598911290782132,0.9973529647498842,0.9144361562088635,0.7382366366892675,9.76923076923077,0.9144361562088635,0.10236220472440945
000215,train,5150.0,557.078207731247,0.20853778373197754,0.982644736684422,0.8117906683480454,0.6640747273058142,4.619047619047619,0.8117906683480454,0.21649484536082475
000217,train,4267.0,548.1076452732086,0.17848461514899078,0.9897644792290162,0.8038052180465292,0.6132131439013162,5.2631578947368425,0.8038052180465292,0.19
000219,train,359.0,133.5979790687561,0.2527577817930076,0.9934288067088337,0.8215102974828375,0.6150590806327645,5.454545454545454,0.8215102974828375,0.18333333333333332
000218,train,853.0,146.08326017856598,0.5022939995446358,0.9274839202919815,0.9525404801786711,0.7085170191199851,2.16,0.9525404801786711,0.46296296296296297
000218,train,312.0,84.87005722522736,0.5443214740490177,0.9531402590076973,0.9873417721518988,0.7708908706080659,2.769230769230769,0.9873417721518988,0.3611111111111111
000224,train,2180.0,303.740114569664,0.2969354522637998,0.9894344639324414,0.9002684286599215,0.7662143619750529,5.583333333333333,0.9002684286599215,0.1791044776119403
000220,train,3438.0,426.55129635334015,0.23745056320371602,0.9850030357516116,0.8448212311094729,0.5961896486389622,4.868421052631579,0.8448212311094729,0.20540540540540542
000222,train,739.0,205.94112479686737,0.21896169261119502,0.9960707459909485,0.8513824884792627,0.6873694223983028,6.333333333333333,0.8513824884792627,0.15789473684210525
000226,train,2083.0,323.2964632511139,0.2504362699856861,0.9933580443931967,0.8648536433464812,0.681034480242666,6.818181818181818,0.8648536433464812,0.14666666666666667
000223,train,308.0,119.4558436870575,0.2712350316682473,0.9908022072808812,0.9491525423728814,0.683606307052469,5.6,0.9491525423728814,0.17857142857142858
000223,train,152.0,50.38477599620819,0.7524103964427611,0.8294714581505314,1.0,0.7880061255281187,1.5833333333333333,1.0,0.631578947368421
000227,train,33.0,24.485281229019165,0.6916933666976804,0.9342470362467216,1.0,0.9727890731304296,2.2,1.0,0.45454545454545453
000229,train,746.0,194.28427076339722,0.2483552862098556,0.9900853909645156,0.9290161892901619,0.6985018726591761,6.923076923076923,0.9290161892901619,0.14444444444444443
000228,train,117.0,58.72792184352875,0.4262912903559586,0.9842536033448861,1.0,0.8666666666666667,4.666666666666667,1.0,0.21428571428571427
000221,train,3309.0,432.99494767189026,0.2217894956846211,0.9858709200490652,0.8388895931043224,0.6108122818657544,5.083333333333333,0.8388895931043224,0.19672131147540983
000221,train,712.0,209.5979790687561,0.20366465969515762,0.996245785733522,0.8027057497181511,0.640033108659124,6.466666666666667,0.8027057497181511,0.15463917525773196
000230,train,902.0,223.11269772052765,0.2277025146073943,0.9952149908944774,0.8975124378109453,0.7118038230168299,7.357142857142857,0.8975124378109453,0.13592233009708737
000225,train,485.0,133.4558436870575,0.34219716898176145,0.9920648309286627,0.9408341416100873,0.860370849210793,4.615384615384615,0.9408341416100873,0.21666666666666667
000233,train,122.0,79.0710676908493,0.2452079172485889,0.9972733093015226,1.0,0.9014471115024002,7.6,1.0,0.13157894736842105
000233,train,163.0,71.31370830535889,0.4027647256655181,0.98680967725501,1.0,0.8489583333333334,4.714285714285714,1.0,0.21212121212121213
000232,train,154.0,64.38477599620819,0.4668358575798011,0.9726314266545092,0.913946587537092,0.6683332875037808,2.7,0.913946587537092,0.37037037037037035
000232,train,125.0,86.72792184352875,0.20883437984237463,0.9980022983723985,1.0,0.9386444398359266,5.857142857142857,1.0,0.17073170731707318
000232,train,175.0,73.65685415267944,0.4053419756009222,0.9887217259988987,1.0,1.0,5.666666666666667,1.0,0.17647058823529413
000236,train,294.0,92.04163014888763,0.4361025144737572,0.9765856568532971,1.0,0.7364367715606508,3.8181818181818183,1.0,0.2619047619047619
000236,train,259.0,81.4558436870575,0.49052950559140607,0.9665657172293187,1.0,0.7194444444444444,3.3636363636363638,1.0,0.2972972972972973
000231,train,71.0,40.82842707633972,0.5352330402261626,0.9854226065953295,1.0,1.0,4.75,1.0,0.21052631578947367
000231,train,154.0,86.72792184352875,0.25728395596580556,0.9966191721262563,1.0,0.9274135036781587,5.857142857142857,1.0,0.17073170731707318
000231,train,172.0,75.89949476718903,0.37519802269802155,0.9899963966989124,1.0,0.8431372549019608,5.0,1.0,0.2
000238,train,51.0,31.071067690849304,0.6638465244998594,0.9552115982476627,1.0,0.9807692307692307,2.8,1.0,0.35714285714285715
000238,train,218.0,93.79898941516876,0.3113651765542216,0.9910712025540771,0.9931662870159453,0.7242524916943521,5.5,0.9931662870159453,0.18181818181818182
000239,train,191.0,70.97056245803833,0.47652614880123756,0.9331578296044108,0.9896373056994818,0.7074074074074074,3.1,0.9896373056994818,0.3225806451612903
000240,train,95.0,55.31370830535889,0.39018261860294107,0.9847713777543705,1.0,0.7669100963750776,4.333333333333333,1.0,0.23076923076923078
000235,train,121.0,63.79898953437805,0.37356625079229694,0.9815755907639668,1.0,0.6278999019991616,3.625,1.0,0.27586206896551724
000235,train,64.0,37.899494767189026,0.5599161535267675,0.9747069610163153,1.0,0.9411764705882353,3.6,1.0,0.2777777777777778
000235,train,277.0,82.87005722522736,0.506867395139425,0.9601882640519074,1.0,0.7486486486486487,3.4545454545454546,1.0,0.2894736842105263
000235,train,231.0,77.21320295333862,0.48689880371020594,0.9758893546311077,1.0,0.8401683253307796,3.5,1.0,0.2857142857142857
000237,train,39.0,28.82842707633972,0.589701967181617,0.983611382443052,1.0,1.0,3.25,1.0,0.3076923076923077
000237,train,45.0,32.82842707633972,0.5247134884445117,0.9876574179585267,1.0,1.0,3.75,1.0,0.26666666666666666
000237,train,49.0,30.485281229019165,0.6625604871866789,0.9571805608445464,1.0,0.9423076923076923,2.8,1.0,0.35714285714285715
000234,train,154.0,88.72792184352875,0.2458158969747994,0.9970552573131158,1.0,0.9369879194284162,6.0,1.0,0.16666666666666666
000234,train,181.0,77.31370830535889,0.3805181967658847,0.9888093856319028,1.0,0.861904761904762,5.142857142857143,1.0,0.19444444444444445
000234,train,43.0,27.071067690849304,0.737339584675562,0.9312236860269906,1.0,0.9772727272727273,2.4,1.0,0.4166666666666667
000234,train,56.0,30.485281229019165,0.7572119853562046,0.8158367605545475,1.0,0.8,1.375,1.0,0.7272727272727273
000241,train,128.0,46.97056245803833,0.7290684623334113,0.7892758087761512,1.0,0.8,1.5454545454545454,1.0,0.6470588235294118
000241,train,46.0,24.82842707633972,0.937711584801429,0.7539167920469338,1.0,1.0,1.5,1.0,0.6666666666666666
000242,train,98.0,52.485281229019165,0.44705492381147166,0.9852999750383511,1.0,0.9333330371272041,4.0,1.0,0.25
000242,train,179.0,90.48528122901917,0.27473058692163216,0.9960113290953497,1.0,0.89728309511546,7.166666666666667,1.0,0.13953488372093023
000242,train,223.0,83.31370830535889,0.4037214238394284,0.9851937441720374,1.0,0.861003861003861,4.75,1.0,0.21052631578947367
000245,train,291.0,84.62741661071777,0.5105998535939441,0.9681864904146846,1.0,0.7864864864864864,3.4545454545454546,1.0,0.2894736842105263
000245,train,207.0,68.62741661071777,0.5523125453244095,0.965686001290231,1.0,0.8341029714363045,3.1,1.0,0.3225806451612903
000247,train,2979.0,447.1543279886246,0.18722571163089186,0.9973636114614147,0.8639791183294664,0.7590807955372696,9.523809523809524,0.8639791183294664,0.105
000248,train,2379.0,420.32590091228485,0.1692123282283688,0.9977337319489524,0.8647764449291166,0.7885651651446958,11.352941176470589,0.8647764449291166,0.08808290155440414
000243,train,193.0,70.14213538169861,0.49295719131088506,0.9637249745910373,0.9278846153846154,0.6892857142857143,2.6363636363636362,0.9278846153846154,0.3793103448275862
000243,train,170.0,88.14213538169861,0.2749740117421603,0.9953433487223409,1.0,0.889824838695573,6.0,1.0,0.16666666666666666
000243,train,208.0,78.72792184352875,0.4217116741622953,0.9873605976000641,1.0,0.9629629629629629,5.285714285714286,1.0,0.1891891891891892
000246,train,2761.0,434.18376553058624,0.1840471552216907,0.997704628623679,0.9234113712374582,0.8671484775594316,11.764705882352942,0.9234113712374582,0.085
000246,train,257.0,95.79898953437805,0.35190151035537753,0.9880625576689726,1.0,0.8344155844155844,5.625,1.0,0.17777777777777778
000244,train,185.0,68.97056233882904,0.4887131878293523,0.9629508845748479,0.9438775510204082,0.6821534850182385,2.6363636363636362,0.9438775510204082,0.3793103448275862
000244,train,224.0,82.97056233882904,0.40889313131325433,0.9867385230945823,1.0,0.8421052631578947,4.875,1.0,0.20512820512820512
000244,train,99.0,51.071067690849304,0.47697452481455954,0.985700373113253,1.0,1.0,4.8,1.0,0.20833333333333334
000244,train,224.0,69.55634891986847,0.5818142146852532,0.942598144965485,1.0,0.8,2.6363636363636362,1.0,0.3793103448275862
000252,train,432.0,163.2132030725479,0.2037900777355466,0.9974823228739214,1.0,0.8337583489870818,9.75,1.0,0.10256410256410256
000250,train,2169.0,438.2253956794739,0.14193004235515333,0.997324760115259,0.8078212290502793,0.6055276381909548,10.526315789473685,0.8078212290502793,0.095
000251,train,151.0,76.48528122901917,0.3243628260048022,0.9943269640427501,1.0,1.0,7.2,1.0,0.1388888888888889
000251,train,539.0,139.2132030725479,0.3494924330796416,0.986792298401528,1.0,0.7777777777777778,5.333333333333333,1.0,0.1875
000249,train,267.0,71.89949464797974,0.6490369910186619,0.9466330820092422,1.0,0.9535714285714286,2.6363636363636362,1.0,0.3793103448275862
000249,train,136.0,53.899494767189026,0.5882736336426432,0.9690897332474823,1.0,0.9855072463768116,3.4285714285714284,1.0,0.2916666666666667
000249,train,459.0,158.62741661071777,0.22922714572977812,0.9947744835375243,0.9622641509433962,0.6986301369863014,7.4,0.9622641509433962,0.13513513513513514
000254,train,1257.0,347.01219260692596,0.1311763894022374,0.998977180855922,0.9092224231464738,0.777658265950292,15.090909090909092,0.9092224231464738,0.06626506024096386
000253,train,199.0,80.72792184352875,0.38372084752106816,0.9877812744637107,1.0,0.8963963963963963,5.428571428571429,1.0,0.18421052631578946
000253,train,300.0,144.62741661071777,0.18023115309078783,0.9980488610659001,0.9615384615384616,0.8020506773265631,9.857142857142858,0.9615384615384616,0.10144927536231885
000259,train,1875.0,263.9827550649643,0.3381115618868619,0.9880453228500294,0.9821896280775275,0.8292790800530738,6.0,0.9821896280775275,0.16666666666666666
000255,train,291.0,107.69848418235779,0.3152707438297301,0.985383476759284,0.8831562974203339,0.6323225225858244,4.454545454545454,0.8831562974203339,0.22448979591836735
000255,train,414.0,133.69848430156708,0.29104305303872535,0.9905660031120337,0.9387755102040817,0.667741935483871,5.7272727272727275,0.9387755102040817,0.1746031746031746
000258,train,5268.0,457.39696848392487,0.3164237451967805,0.9902657647878697,0.9242916045267129,0.7619458863259545,5.555555555555555,0.9242916045267129,0.18
000258,train,2051.0,272.1248903274536,0.3480478780657754,0.9737867426772254,0.8663146779303063,0.6043708119703888,3.966666666666667,0.8663146779303063,0.25210084033613445
000256,train,395.0,112.87005722522736,0.389627380938557,0.98342610287177,0.9813664596273292,0.7181818181818181,4.25,0.9813664596273292,0.23529411764705882
000256,train,483.0,190.18376553058624,0.16780701453760025,0.9981614481512356,0.8138163437236732,0.6661778647933068,9.0,0.8138163437236732,0.1111111111111111
000257,train,169.0,62.14213538169861,0.5499512874533149,0.9710710797091487,1.0,0.8941798941798942,3.5,1.0,0.2857142857142857
000257,train,123.0,52.485281229019165,0.5610995472327654,0.9765670040509397,1.0,1.0,4.0,1.0,0.25
000263,train,636.0,167.94112491607666,0.28336934342539605,0.9925061746977472,0.9614512471655329,0.848,6.909090909090909,0.9614512471655329,0.14473684210526316
000262,train,576.0,162.9116872549057,0.2727268297626929,0.9858806017672698,0.8152866242038217,0.5770862318663439,4.375,0.8152866242038217,0.22857142857142856
000262,train,742.0,160.18376541137695,0.36339318019711203,0.9879128365513267,0.9946380697050938,0.8587962962962963,5.615384615384615,0.9946380697050938,0.1780821917808219
000262,train,276.0,130.3847759962082,0.20401644499288696,0.997829087934807,0.9387755102040817,0.8578759774384263,8.857142857142858,0.9387755102040817,0.11290322580645161
000266,train,2176.0,440.3675309419632,0.14100618888913977,0.9954070438627239,0.6747286821705426,0.5002294287039317,7.407407407407407,0.6747286821705426,0.135
000261,train,542.0,113.69848418235779,0.5268655483470053,0.9652346980533748,1.0,0.8123942380455983,3.3333333333333335,1.0,0.3
000261,train,2556.0,336.9533175230026,0.28289888791335144,0.9897582248019169,0.8979448445459336,0.6570763162671007,5.592592592592593,0.8979448445459336,0.17880794701986755
000261,train,350.0,110.5269113779068,0.3600326112162644,0.979013242212045,0.8974358974358975,0.5911574936747017,3.1333333333333333,0.8974358974358975,0.3191489361702128
000268,train,3438.0,452.2670258283615,0.21121554891563454,0.9961849040574587,0.846589509972913,0.7307187449325302,7.407407407407407,0.846589509972913,0.135
000269,train,257.0,80.38477599620819,0.49979899165308345,0.9730896506734035,1.0,0.8158730158730159,3.6,1.0,0.2777777777777778
000267,train,1757.0,385.3380934000015,0.1486954696957339,0.9882487863824899,0.5657704073418129,0.4703805547696549,4.8,0.5657704073418129,0.20833333333333334
000260,train,421.0,110.87005722522736,0.4303912332388934,0.9767345708638651,1.0,0.7239725129962185,3.8461538461538463,1.0,0.26
000260,train,2316.0,279.25483322143555,0.373204629328811,0.9856013648152678,0.9724963258450556,0.7975208884914659,4.88,0.9724963258450556,0.20491803278688525
000260,train,326.0,97.55634891986847,0.4304437313207235,0.9766861838141527,0.9908814589665653,0.740909090909091,3.4166666666666665,0.9908814589665653,0.2926829268292683
000270,train,2251.0,479.09545266628265,0.12323704082847194,0.9958342929591656,0.6308856502242153,0.4600583817150638,7.142857142857143,0.6308856502242153,0.14
000265,train,332.0,134.3847759962082,0.23101905566995182,0.9959258562181388,0.9485714285714286,0.7775175644028103,7.75,0.9485714285714286,0.12903225806451613
000265,train,4026.0,461.48022866249084,0.23756225347853904,0.9907781913669145,0.8451768657499737,0.6686875401182072,6.0606060606060606,0.8451768657499737,0.165
000265,train,231.0,68.62741661071777,0.6163487824634716,0.9179863776813989,0.9685534591194969,0.714967179605303,2.1538461538461537,0.9685534591194969,0.4642857142857143
000264,train,5024.0,429.982754945755,0.341473824644511,0.9852143200225185,0.922173274596182,0.7717357910906298,5.194444444444445,0.922173274596182,0.1925133689839572
000264,train,570.0,152.18376553058624,0.3092773162605637,0.9840035396668338,0.8539325842696629,0.5976711981177694,4.1875,0.8539325842696629,0.23880597014925373
000264,train,783.0,169.8406196832657,0.3411053213657721,0.9890246958734051,0.9439421338155516,0.8055097235447288,5.5,0.9439421338155516,0.18181818181818182
000264,train,280.0,128.62741649150848,0.21266734130521267,0.9976529544412585,1.0,0.9180330768064084,10.333333333333334,1.0,0.0967741935483871
000272,train,917.0,218.6690467596054,0.24099308222827306,0.9920701151411913,0.8570093457943925,0.6220198822593554,6.3125,0.8570093457943925,0.15841584158415842
000273,train,341.0,97.4558436870575,0.4511785787653722,0.9743155114061646,1.0,0.775,4.090909090909091,1.0,0.24444444444444444
000274,train,1143.0,243.01219260692596,0.24322038218538025,0.9947411427536215,0.9376538146021329,0.7396703174945533,6.705882352941177,0.9376538146021329,0.14912280701754385
000271,train,395.0,135.94112491607666,0.2685995253331512,0.9868182933660311,0.8568329718004338,0.6475409836065574,5.636363636363637,0.8568329718004338,0.1774193548387097
000271,train,691.0,178.76955199241638,0.2717069878200424,0.991994792297802,0.9318948078219824,0.727893194149139,5.0625,0.9318948078219824,0.19753086419753085
000278,train,2875.0,440.46803629398346,0.1862168245838928,0.9967299044624254,0.8275762809441566,0.6716508833283232,8.0,0.8275762809441566,0.125
000277,train,3902.0,455.53910398483276,0.23629025044931343,0.995179572726618,0.8610835264261282,0.7498838456363209,6.896551724137931,0.8610835264261282,0.145
000279,train,389.0,171.35533845424652,0.1664808126389244,0.9975014385298112,0.8198103266596417,0.615506329113924,8.88888888888889,0.8198103266596417,0.1125
000282,train,892.0,259.8406196832657,0.16602008497470896,0.9974104051252293,0.7565733672603902,0.5492681423257523,7.235294117647059,0.7565733672603902,0.13821138211382114
000280,train,1402.0,309.0538226366043,0.18445466285609402,0.9954852745082724,0.8627692307692307,0.6355011642294744,8.588235294117647,0.8627692307692307,0.11643835616438356
000275,train,628.0,175.49747371673584,0.2562286977762648,0.9777226122733953,0.6551904016692749,0.5393974400622309,3.473684210526316,0.6551904016692749,0.2878787878787879
000275,train,271.0,85.21320295333862,0.4689919361975803,0.942962918311271,0.9508771929824561,0.7244272678965166,3.0,0.9508771929824561,0.3333333333333333
000276,train,653.0,175.5979789495468,0.2661239856778118,0.9924366925874248,0.788171394085697,0.640597811233046,4.470588235294118,0.788171394085697,0.2236842105263158
000276,train,2742.0,394.71067678928375,0.22116661260952916,0.9911740396886247,0.6937381404174573,0.4787237214596385,3.9047619047619047,0.6937381404174573,0.25609756097560976
000276,train,886.0,200.5269112586975,0.27688425298325214,0.9943219240551636,0.9849916620344636,0.8334874388000496,6.266666666666667,0.9849916620344636,0.1595744680851064
000285,train,1907.0,389.78174459934235,0.1577311852778576,0.9942489080527737,0.783967112024666,0.6049272966822751,7.857142857142857,0.783967112024666,0.12727272727272726
000286,train,990.0,276.6690467596054,0.16252639826179185,0.9967696916318851,0.7677394338891043,0.5317541373005159,7.588235294117647,0.7677394338891043,0.13178294573643412
000281,train,164.0,66.14213538169861,0.4710828439991005,0.9820997996136489,1.0,0.9111111111111111,4.428571428571429,1.0,0.22580645161290322
000281,train,309.0,117.4558436870575,0.2814615570939983,0.9740758332030905,0.7262044653349001,0.5171192298172346,2.588235294117647,0.7262044653349001,0.38636363636363635
000283,train,883.0,251.01219260692596,0.17610874937652862,0.9976738373935031,0.8803589232303091,0.7489215711543106,9.153846153846153,0.8803589232303091,0.1092436974789916
000284,train,213.0,97.89949476718903,0.27927275311972777,0.9954073905939272,1.0,0.9466666666666667,7.666666666666667,1.0,0.13043478260869565
000284,train,173.0,72.87005722522736,0.409409339849786,0.9793827211324466,0.9942528735632183,0.7898611509976341,2.6666666666666665,0.9942528735632183,0.375
000290,train,1904.0,367.63960909843445,0.17702402730899175,0.9935684967160929,0.8219296352255558,0.5766939682971137,7.5,0.8219296352255558,0.13333333333333333
000288,train,1238.0,335.39696848392487,0.13829683557283554,0.9985646311505594,0.7682283586720446,0.6718269335296176,11.214285714285714,0.7682283586720446,0.08917197452229299
000288,train,93.0,45.071067690849304,0.5753036377288392,0.9755649170186099,1.0,1.0,3.3333333333333335,1.0,0.3
000287,train,94.0,40.72792196273804,0.712120050280596,0.9328883270661038,1.0,0.9215686274509803,2.5714285714285716,1.0,0.3888888888888889
000287,train,564.0,148.28427064418793,0.3223285668638799,0.9911240943773442,0.9991142604074402,0.8294117647058824,6.2727272727272725,0.9991142604074402,0.15942028985507245
000289,train,195.0,78.97056245803833,0.3929289366296314,0.9863798814348865,1.0,0.8429888567499129,4.5,1.0,0.2222222222222222
000289,train,221.0,82.14213526248932,0.41159506754690545,0.978570227308917,1.0,0.7015873015873015,3.6,1.0,0.2777777777777778
000289,train,317.0,105.79898953437805,0.35588205241018067,0.9869538150572799,0.9392592592592592,0.7657004830917874,4.7,0.9392592592592592,0.2127659574468085
000291,train,1686.0,340.1248904466629,0.18314311831863403,0.9926942100377718,0.7798334875115633,0.5475595173854129,6.7727272727272725,0.7798334875115633,0.1476510067114094
000291,train,173.0,65.31370830535889,0.5096209610317501,0.9762780705278593,1.0,1.0,4.142857142857143,1.0,0.2413793103448276
000291,train,293.0,93.21320295333862,0.4237625973332558,0.9860826959313119,1.0,0.8720238095238095,4.777777777777778,1.0,0.20930232558139536
000293,train,214.0,86.38477599620819,0.3603704852291203,0.9869558818553391,0.9953488372093023,0.7151445237477277,4.444444444444445,0.9953488372093023,0.225
000293,train,450.0,124.04163014888763,0.3675254750736977,0.9840330467690792,0.9966777408637874,0.7305194805194806,4.75,0.9966777408637874,0.21052631578947367
000293,train,152.0,66.38477599620819,0.43342750081230036,0.9820408624951078,0.990228013029316,0.841025392713795,3.75,0.990228013029316,0.26666666666666666
000297,train,4018.0,377.82337474823,0.3537057750554881,0.9823950581855211,0.8981781602771879,0.717286550743402,4.527777777777778,0.8981781602771879,0.22085889570552147
000292,train,133.0,63.899494767189026,0.40932347861412294,0.9900208596925065,1.0,0.9309122488493013,4.142857142857143,1.0,0.2413793103448276
000292,train,76.0,41.899494767189026,0.5440087485671846,0.9717009133541745,1.0,1.0,4.0,1.0,0.25
000292,train,368.0,131.4558436870575,0.2676072585650066,0.9944807521557023,0.9658792650918635,0.7983245001705502,6.2,0.9658792650918635,0.16129032258064516
000292,train,159.0,57.899494767189026,0.5960153435828341,0.9601632994036469,1.0,0.9356353359640792,2.6666666666666665,1.0,0.375
000296,train,432.0,117.4558436870575,0.39349965263626946,0.9836754507273062,0.9807037457434733,0.7403094991811056,4.076923076923077,0.9807037457434733,0.24528301886792453
000294,train,263.0,95.31370830535889,0.3637934531134432,0.9908868940197241,1.0,0.9962121212121212,6.428571428571429,1.0,0.15555555555555556
000294,train,93.0,41.31370830535889,0.6847065065550358,0.9544589049536809,1.0,1.0,3.1666666666666665,1.0,0.3157894736842105
000294,train,148.0,74.82842707633972,0.3321531281313643,0.9946671076410387,1.0,1.0,7.0,1.0,0.14285714285714285
000299,train,338.0,109.69848430156708,0.3529598533505539,0.988861483225496,1.0,0.8802083333333334,5.444444444444445,1.0,0.1836734693877551
000503,train,12413.0,691.4284929037094,0.3262812179605882,0.8850534064867581,0.7543832994013796,0.6053650418693673,1.9047619047619047,0.7543832994013796,0.525
000295,train,121.0,50.72792184352875,0.5908824515925506,0.9733911230338439,1.0,1.0,4.0,1.0,0.25
000295,train,837.0,225.8406196832657,0.20622020223186374,0.9938350385941173,0.8571428571428571,0.6297223208358808,7.5,0.8571428571428571,0.13333333333333333
000295,train,308.0,130.72792184352875,0.2264768760320736,0.997324665587713,0.9685534591194969,0.8872923774768752,8.714285714285714,0.9685534591194969,0.11475409836065574
000504,train,7520.0,517.7472550868988,0.352526763999401,0.9692077577802679,0.8175690367471189,0.6397763309047322,3.225806451612903,0.8175690367471189,0.31
000298,train,120.0,54.72792184352875,0.5034695340552442,0.9747650239486192,1.0,0.8333333333333334,3.5714285714285716,1.0,0.28
000298,train,121.0,52.72792184352875,0.546907557232202,0.9745593213665117,1.0,1.0,4.166666666666667,1.0,0.24
000298,train,448.0,103.35533845424652,0.5270138771357835,0.9524246330371561,0.9686486486486486,0.8051194836497214,2.8,0.9686486486486486,0.35714285714285715
000298,train,144.0,70.97056245803833,0.3592657875778964,0.9916410337089508,1.0,0.8727272727272727,5.666666666666667,1.0,0.17647058823529413
000300,train,88.0,48.14213538169861,0.477135616692331,0.9818545490983903,1.0,0.7965419619606279,3.142857142857143,1.0,0.3181818181818182
000300,train,143.0,56.72792184352875,0.5584086710381958,0.9661220976511011,1.0,0.9117034885470944,3.125,1.0,0.32
000300,train,90.0,41.899494767189026,0.6442208864611397,0.9596974837282847,1.0,1.0,3.0,1.0,0.3333333333333333
000502,train,6713.0,683.1025928258896,0.18078177395002773,0.7502423772072766,0.4400668655150939,0.31078703703703703,1.0413793103448277,0.4400668655150939,0.9602649006622517
000502,train,3946.0,270.3086564540863,0.6786518496876303,0.7621382408549695,0.9419909286225829,0.6952266999836973,1.4,0.9419909286225829,0.7142857142857143
000502,train,388.0,85.5979790687561,0.665448678633121,0.7791117521857238,0.968789013732834,0.7057865159745216,1.173913043478261,0.968789013732834,1.173913043478261
000510,train,27832.0,1525.945300102234,0.15020221871219674,0.2268245581509155,0.7602605952169578,0.7173497384936375,1.015228426395939,0.7602605952169578,0.985
000509,train,18373.0,1160.8326025009155,0.17133683695834379,0.7795366049994665,0.6726217715216635,0.48471425584042527,1.0,0.6726217715216635,1.0
000509,train,3307.0,305.09545278549194,0.44644975524448377,0.9139701174931404,0.9001088731627653,0.7134843581445524,2.260869565217391,0.9001088731627653,2.260869565217391
000501,train,462.0,92.38477599620819,0.6802225409811168,0.8968054633608613,1.0,0.8235294117647058,1.8888888888888888,1.0,1.8888888888888888
